ticket_id,customer_id,created_at,resolved_at,category,priority,status,resolution_time_hours,ticket_text
6754,6981-TDRFT,2026-08-17,2026-08-17,billing,medium,closed,4.62,Customer disputes a charge on their most recent invoice.
6755,3413-CSSTH,2026-09-08,2026-09-08,other,medium,closed,22.75,General question about plan upgrade options.
6756,3413-CSSTH,2026-07-31,,technical,high,open,,Reported repeated login failures over the past week.
6757,8033-VCZGH,2026-04-25,2026-04-25,other,medium,closed,15.7,Provided feedback about the onboarding experience.
6758,8033-VCZGH,2026-05-23,2026-05-24,billing,medium,closed,28.3,Asked why the monthly charge increased without notice.
6759,8033-VCZGH,2026-08-07,2026-08-07,technical,medium,closed,11.29,Feature X is not syncing data correctly.
6760,4789-KWMXN,2026-07-08,2026-07-09,other,medium,closed,33.25,Provided feedback about the onboarding experience.
6761,4789-KWMXN,2026-04-04,2026-04-05,other,medium,closed,46.55,Asked about cancellation policy and notice period.
6762,0224-NIJLP,2026-07-15,2026-07-16,other,medium,closed,26.88,Asked about cancellation policy and notice period.
6763,4718-WXBGI,2026-04-09,2026-04-10,technical,medium,closed,47.7,Requested help configuring an integration.
6764,2867-UIMSS,2026-05-30,,technical,medium,open,,App crashes when loading the dashboard view.
6765,2867-UIMSS,2026-07-30,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
6766,0439-IFYUN,2026-06-20,2026-06-21,billing,low,closed,36.9,Reported a failed payment and requested a retry.
6767,5716-LIBJC,2026-08-21,2026-08-22,technical,medium,closed,28.71,Reported repeated login failures over the past week.
6768,5716-LIBJC,2026-07-14,,billing,medium,open,,Requested a refund for a duplicate charge.
6769,5716-LIBJC,2026-09-06,2026-09-07,technical,low,closed,27.26,Reported repeated login failures over the past week.
6770,8111-RKSPX,2026-08-06,,technical,medium,open,,Reported repeated login failures over the past week.
6771,8111-RKSPX,2026-08-11,2026-08-11,technical,medium,closed,15.35,Reported repeated login failures over the past week.
6772,8111-RKSPX,2026-05-29,,technical,medium,open,,Reported repeated login failures over the past week.
6773,2988-QRAJY,2026-04-26,2026-04-27,technical,medium,closed,30.34,Reported repeated login failures over the past week.
6774,2988-QRAJY,2026-05-09,2026-05-09,billing,medium,closed,10.94,Reported a failed payment and requested a retry.
6775,1585-MQSSU,2026-08-22,2026-08-22,other,medium,closed,13.29,Asked about cancellation policy and notice period.
6776,1585-MQSSU,2026-06-22,2026-06-23,technical,high,closed,27.75,Feature X is not syncing data correctly.
6777,0071-NDAFP,2026-04-22,2026-04-23,technical,medium,closed,42.04,Reported repeated login failures over the past week.
6778,2856-NNASM,2026-05-16,2026-05-19,other,low,closed,79.15,Asked about cancellation policy and notice period.
6779,6458-CYIDZ,2026-07-06,2026-07-07,technical,medium,closed,31.41,Reported repeated login failures over the past week.
6780,8559-CIZFV,2026-07-20,,other,medium,open,,Asked about cancellation policy and notice period.
6781,1090-PYKCI,2026-05-26,,other,high,open,,General question about plan upgrade options.
6782,1090-PYKCI,2026-03-30,2026-03-31,other,medium,closed,43.5,General question about plan upgrade options.
6783,2279-AXJJK,2026-05-09,2026-05-09,other,medium,closed,22.88,General question about plan upgrade options.
6784,6769-DYBQN,2026-06-17,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
6785,6769-DYBQN,2026-04-21,2026-04-23,technical,medium,closed,51.42,App crashes when loading the dashboard view.
6786,6769-DYBQN,2026-08-18,2026-08-18,technical,medium,closed,9.38,Requested help configuring an integration.
6787,1042-HFUCW,2026-06-09,2026-06-10,technical,high,closed,24.83,Reported repeated login failures over the past week.
6788,4439-JMPMT,2026-04-25,,technical,low,open,,App crashes when loading the dashboard view.
6789,4439-JMPMT,2026-07-05,2026-07-05,billing,low,closed,4.42,Asked why the monthly charge increased without notice.
6790,4439-JMPMT,2026-05-18,,billing,high,open,,Requested a refund for a duplicate charge.
6791,4439-JMPMT,2026-06-08,2026-06-11,technical,medium,closed,79.13,Feature X is not syncing data correctly.
6792,4439-JMPMT,2026-04-02,,other,medium,open,,Asked about cancellation policy and notice period.
6793,8999-EXMNO,2026-07-02,,other,medium,open,,Provided feedback about the onboarding experience.
6794,6725-TPKJO,2026-07-25,2026-07-25,billing,low,closed,6.71,Reported a failed payment and requested a retry.
6795,2446-BEGGB,2026-04-23,,technical,low,open,,Requested help configuring an integration.
6796,1496-GGSUK,2026-08-27,2026-08-27,other,high,closed,7.47,General question about plan upgrade options.
6797,1496-GGSUK,2026-03-26,2026-03-28,technical,medium,closed,61.76,App crashes when loading the dashboard view.
6798,6434-TTGJP,2026-08-07,2026-08-08,billing,medium,closed,40.51,Reported a failed payment and requested a retry.
6799,0042-JVWOJ,2026-08-23,2026-08-24,other,low,closed,32.81,Provided feedback about the onboarding experience.
6800,0130-SXOUN,2026-03-21,,other,medium,open,,General question about plan upgrade options.
6801,0130-SXOUN,2026-04-26,2026-04-26,technical,low,closed,7.84,Feature X is not syncing data correctly.
6802,2575-GFSOE,2026-05-17,2026-05-17,other,low,closed,23.76,General question about plan upgrade options.
6803,1452-UZOSF,2026-08-28,,other,high,open,,Asked about cancellation policy and notice period.
6804,2842-JTCCU,2026-05-31,,billing,low,open,,Requested a refund for a duplicate charge.
6805,2842-JTCCU,2026-09-15,2026-09-17,billing,high,closed,66.91,Asked why the monthly charge increased without notice.
6806,8597-CTXVJ,2026-06-12,2026-06-12,other,medium,closed,9.1,Requested a copy of past invoices.
6807,6631-HMANX,2026-06-04,2026-06-04,technical,low,closed,7.86,Feature X is not syncing data correctly.
6808,6631-HMANX,2026-05-16,2026-05-17,billing,medium,closed,36.88,Requested a refund for a duplicate charge.
6809,3296-SILRA,2026-06-29,,technical,medium,open,,Requested help configuring an integration.
6810,3296-SILRA,2026-06-13,2026-06-13,technical,medium,closed,1.17,Requested help configuring an integration.
6811,5995-LFTLE,2026-06-10,2026-06-11,technical,medium,closed,31.18,App crashes when loading the dashboard view.
6812,5180-UCIIQ,2026-05-15,,other,low,open,,General question about plan upgrade options.
6813,1932-UEDCX,2026-06-22,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
6814,5188-HGMLP,2026-03-26,2026-03-26,billing,low,closed,6.41,Asked why the monthly charge increased without notice.
6815,5188-HGMLP,2026-08-08,,technical,medium,open,,App crashes when loading the dashboard view.
6816,6521-YYTYI,2026-08-31,,other,high,open,,Provided feedback about the onboarding experience.
6817,6521-YYTYI,2026-05-07,2026-05-07,billing,medium,closed,4.03,Requested a refund for a duplicate charge.
6818,8265-HKSOW,2026-08-03,2026-08-04,technical,medium,closed,29.67,App crashes when loading the dashboard view.
6819,3544-FBCAS,2026-06-16,,billing,low,open,,Reported a failed payment and requested a retry.
6820,7054-DMVAS,2026-04-18,2026-04-19,billing,low,closed,47.8,Requested a refund for a duplicate charge.
6821,3428-MMGUB,2026-06-25,2026-06-26,technical,medium,closed,41.01,Reported repeated login failures over the past week.
6822,6549-BTYPG,2026-04-24,2026-04-25,technical,low,closed,36.5,Feature X is not syncing data correctly.
6823,6549-BTYPG,2026-04-16,2026-04-16,technical,high,closed,14.96,App crashes when loading the dashboard view.
6824,6549-BTYPG,2026-09-14,2026-09-15,technical,high,closed,26.37,Feature X is not syncing data correctly.
6825,6549-BTYPG,2026-03-25,2026-03-26,technical,medium,closed,35.21,Feature X is not syncing data correctly.
6826,7823-JSOAG,2026-07-18,2026-07-19,other,high,closed,36.15,General question about plan upgrade options.
6827,7823-JSOAG,2026-07-03,2026-07-03,billing,high,closed,10.31,Asked why the monthly charge increased without notice.
6828,3705-RHRFR,2026-06-12,2026-06-12,technical,low,closed,9.2,Requested help configuring an integration.
6829,3705-RHRFR,2026-04-17,,technical,medium,open,,Requested help configuring an integration.
6830,9374-YOLBJ,2026-06-20,2026-06-21,billing,low,closed,27.29,Requested a refund for a duplicate charge.
6831,6128-DAFVY,2026-09-03,2026-09-03,technical,medium,closed,7.47,Requested help configuring an integration.
6832,6128-DAFVY,2026-06-25,,other,high,open,,Provided feedback about the onboarding experience.
6833,6128-DAFVY,2026-06-24,2026-06-25,other,high,closed,34.01,General question about plan upgrade options.
6834,9933-QRGTX,2026-08-12,,other,low,open,,Provided feedback about the onboarding experience.
6835,4476-OSWTN,2026-08-27,2026-08-27,billing,medium,closed,5.54,Reported a failed payment and requested a retry.
6836,4476-OSWTN,2026-06-26,2026-06-26,technical,high,closed,2.16,Reported repeated login failures over the past week.
6837,4476-OSWTN,2026-06-25,,other,high,open,,Provided feedback about the onboarding experience.
6838,3751-KTZEL,2026-05-23,,other,medium,open,,General question about plan upgrade options.
6839,1977-STDKI,2026-06-02,2026-06-03,billing,low,closed,32.55,Customer disputes a charge on their most recent invoice.
6840,0458-HEUZG,2026-06-07,2026-06-07,billing,medium,closed,20.09,Customer disputes a charge on their most recent invoice.
6841,7268-WNTCP,2026-09-11,2026-09-11,billing,low,closed,8.92,Requested a refund for a duplicate charge.
6842,0824-VWDPO,2026-07-05,,other,medium,open,,General question about plan upgrade options.
6843,0824-VWDPO,2026-08-04,2026-08-04,other,high,closed,20.73,General question about plan upgrade options.
6844,8409-WQJUX,2026-09-02,,technical,low,open,,Requested help configuring an integration.
6845,3278-FSIXX,2026-04-23,,billing,medium,open,,Asked why the monthly charge increased without notice.
6846,5813-UECBU,2026-09-12,2026-09-15,billing,high,closed,79.99,Asked why the monthly charge increased without notice.
6847,5813-UECBU,2026-05-23,2026-05-23,billing,medium,closed,10.42,Asked why the monthly charge increased without notice.
6848,9746-UGFAC,2026-07-06,2026-07-06,technical,low,closed,7.12,Requested help configuring an integration.
6849,9746-UGFAC,2026-05-01,2026-05-02,billing,low,closed,41.3,Asked why the monthly charge increased without notice.
6850,2946-KIQSP,2026-06-22,,technical,high,open,,Requested help configuring an integration.
6851,2946-KIQSP,2026-05-10,2026-05-10,technical,medium,closed,15.13,App crashes when loading the dashboard view.
6852,0625-AFOHS,2026-07-12,,technical,medium,open,,App crashes when loading the dashboard view.
6853,0625-AFOHS,2026-04-03,,other,low,open,,Provided feedback about the onboarding experience.
6854,6726-WEXXK,2026-08-22,2026-08-22,billing,high,closed,11.67,Reported a failed payment and requested a retry.
6855,6726-WEXXK,2026-03-21,2026-03-21,billing,low,closed,13.73,Reported a failed payment and requested a retry.
6856,6726-WEXXK,2026-06-04,,billing,low,open,,Customer disputes a charge on their most recent invoice.
6857,4636-OLWOE,2026-06-13,2026-06-13,other,medium,closed,5.67,Asked about cancellation policy and notice period.
6858,4636-OLWOE,2026-04-20,,technical,medium,open,,Reported repeated login failures over the past week.
6859,0885-HMGPY,2026-05-01,,other,medium,open,,Asked about cancellation policy and notice period.
6860,5003-OKNNK,2026-09-11,2026-09-12,other,medium,closed,39.05,Provided feedback about the onboarding experience.
6861,4195-SMMNX,2026-09-03,2026-09-04,other,high,closed,46.62,Provided feedback about the onboarding experience.
6862,7208-PSIHR,2026-07-04,,billing,low,open,,Reported a failed payment and requested a retry.
6863,4012-ZTHBR,2026-08-24,2026-08-25,other,medium,closed,38.36,Provided feedback about the onboarding experience.
6864,0489-WMEMG,2026-05-02,2026-05-03,billing,low,closed,28.78,Asked why the monthly charge increased without notice.
6865,0489-WMEMG,2026-07-07,,other,medium,open,,Provided feedback about the onboarding experience.
6866,7435-ZNUYY,2026-08-22,2026-08-23,billing,medium,closed,38.82,Requested a refund for a duplicate charge.
6867,6956-SMUCM,2026-04-14,2026-04-14,billing,low,closed,17.36,Customer disputes a charge on their most recent invoice.
6868,2985-FMWYF,2026-09-07,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
6869,2985-FMWYF,2026-03-23,,other,low,open,,General question about plan upgrade options.
6870,2985-FMWYF,2026-04-26,2026-04-27,technical,low,closed,38.53,Reported repeated login failures over the past week.
6871,2717-HVIZY,2026-03-27,,other,medium,open,,Asked about cancellation policy and notice period.
6872,3223-WZWJM,2026-07-16,2026-07-17,technical,low,closed,35.56,App crashes when loading the dashboard view.
6873,2530-ENDWQ,2026-07-15,2026-07-16,technical,low,closed,36.55,Requested help configuring an integration.
6874,2530-ENDWQ,2026-09-12,2026-09-14,other,low,closed,51.24,Provided feedback about the onboarding experience.
6875,0327-WFZSY,2026-08-05,2026-08-05,technical,low,closed,6.28,Feature X is not syncing data correctly.
6876,0327-WFZSY,2026-04-30,,other,medium,open,,Requested a copy of past invoices.
6877,6615-ZGEDR,2026-05-28,2026-05-28,billing,medium,closed,15.28,Customer disputes a charge on their most recent invoice.
6878,7033-CLAMM,2026-08-23,2026-08-23,billing,medium,closed,16.33,Asked why the monthly charge increased without notice.
6879,4023-RTIQM,2026-07-26,2026-07-27,other,low,closed,26.76,Requested a copy of past invoices.
6880,4023-RTIQM,2026-09-03,,technical,high,open,,Requested help configuring an integration.
6881,4023-RTIQM,2026-04-18,,technical,medium,open,,App crashes when loading the dashboard view.
6882,0864-FVJNJ,2026-03-31,,other,low,open,,General question about plan upgrade options.
6883,3967-VQOGC,2026-04-01,,technical,medium,open,,Requested help configuring an integration.
6884,7872-RDDLZ,2026-09-07,2026-09-07,technical,medium,closed,4.87,Requested help configuring an integration.
6885,9250-WYPLL,2026-08-20,2026-08-21,other,medium,closed,25.36,Asked about cancellation policy and notice period.
6886,2754-XBHTB,2026-04-01,2026-04-03,billing,medium,closed,69.47,Requested a refund for a duplicate charge.
6887,1597-LHYNC,2026-07-12,2026-07-12,other,high,closed,13.95,General question about plan upgrade options.
6888,0186-CAERR,2026-06-09,2026-06-09,other,low,closed,21.38,General question about plan upgrade options.
6889,3043-SUDUA,2026-07-30,2026-07-30,billing,high,closed,7.17,Requested a refund for a duplicate charge.
6890,2169-RRLFW,2026-08-06,2026-08-06,other,high,closed,8.88,Provided feedback about the onboarding experience.
6891,3162-KKZXO,2026-06-27,2026-06-28,technical,medium,closed,27.83,Requested help configuring an integration.
6892,3162-KKZXO,2026-09-06,2026-09-07,billing,medium,closed,27.32,Reported a failed payment and requested a retry.
6893,0754-UKWQP,2026-05-17,2026-05-19,billing,high,closed,69.82,Asked why the monthly charge increased without notice.
6894,0754-UKWQP,2026-07-16,2026-07-16,other,high,closed,9.28,Asked about cancellation policy and notice period.
6895,8873-GLDMH,2026-07-03,2026-07-04,other,medium,closed,47.38,Asked about cancellation policy and notice period.
6896,5696-JVVQY,2026-07-24,2026-07-24,other,medium,closed,14.44,Requested a copy of past invoices.
6897,7493-TPUWZ,2026-04-24,,billing,low,open,,Reported a failed payment and requested a retry.
6898,7493-TPUWZ,2026-07-18,2026-07-19,billing,medium,closed,46.42,Customer disputes a charge on their most recent invoice.
6899,7493-TPUWZ,2026-08-07,,technical,medium,open,,App crashes when loading the dashboard view.
6900,7493-TPUWZ,2026-05-17,,billing,medium,open,,Asked why the monthly charge increased without notice.
6901,7493-TPUWZ,2026-08-07,,technical,low,open,,Reported repeated login failures over the past week.
6902,7493-TPUWZ,2026-07-16,,billing,high,open,,Asked why the monthly charge increased without notice.
6903,0547-HURJB,2026-05-05,2026-05-06,technical,low,closed,27.39,Requested help configuring an integration.
6904,1577-HKTFG,2026-08-24,2026-08-25,other,medium,closed,25.67,Provided feedback about the onboarding experience.
6905,0691-NIKRI,2026-04-04,2026-04-04,technical,medium,closed,17.17,Requested help configuring an integration.
6906,5022-JNQEQ,2026-09-03,,technical,medium,open,,Reported repeated login failures over the past week.
6907,5022-JNQEQ,2026-08-28,,technical,low,open,,Reported repeated login failures over the past week.
6908,4558-FANTW,2026-04-17,,billing,medium,open,,Reported a failed payment and requested a retry.
6909,4558-FANTW,2026-05-24,2026-05-25,billing,medium,closed,47.99,Customer disputes a charge on their most recent invoice.
6910,4558-FANTW,2026-09-07,,billing,medium,open,,Reported a failed payment and requested a retry.
6911,3249-VHRIP,2026-08-10,,technical,medium,open,,App crashes when loading the dashboard view.
6912,4701-LKOZD,2026-05-28,2026-05-29,other,medium,closed,34.68,Provided feedback about the onboarding experience.
6913,4701-LKOZD,2026-04-14,2026-04-14,technical,medium,closed,18.41,Feature X is not syncing data correctly.
6914,6603-QWSPR,2026-07-22,2026-07-23,technical,high,closed,25.53,Feature X is not syncing data correctly.
6915,6603-QWSPR,2026-08-01,2026-08-01,technical,low,closed,1.1,Requested help configuring an integration.
6916,9921-QFQUL,2026-04-21,,technical,medium,open,,Requested help configuring an integration.
6917,9921-QFQUL,2026-06-07,,other,medium,open,,Requested a copy of past invoices.
6918,9921-QFQUL,2026-07-02,,billing,low,open,,Reported a failed payment and requested a retry.
6919,9921-QFQUL,2026-07-17,2026-07-17,technical,high,closed,1.35,App crashes when loading the dashboard view.
6920,1929-ZCBHE,2026-09-03,2026-09-03,other,high,closed,13.27,General question about plan upgrade options.
6921,1929-ZCBHE,2026-06-28,,other,low,open,,Requested a copy of past invoices.
6922,8651-ENBZX,2026-04-22,2026-04-23,other,medium,closed,25.2,General question about plan upgrade options.
6923,8651-ENBZX,2026-08-03,2026-08-04,other,high,closed,31.76,Provided feedback about the onboarding experience.
6924,8651-ENBZX,2026-04-05,2026-04-07,other,low,closed,49.02,Provided feedback about the onboarding experience.
6925,8651-ENBZX,2026-06-21,,technical,high,open,,Reported repeated login failures over the past week.
6926,4129-LYCOI,2026-06-30,2026-07-01,billing,high,closed,26.15,Reported a failed payment and requested a retry.
6927,7798-JVXYM,2026-05-05,,technical,low,open,,App crashes when loading the dashboard view.
6928,2081-KJSQF,2026-06-12,2026-06-13,billing,low,closed,29.49,Customer disputes a charge on their most recent invoice.
6929,2081-KJSQF,2026-05-23,2026-05-24,other,medium,closed,29.37,Requested a copy of past invoices.
6930,7623-TRNQN,2026-07-20,2026-07-20,technical,medium,closed,16.27,Feature X is not syncing data correctly.
6931,3323-CPBWR,2026-06-13,2026-06-13,billing,medium,closed,1.59,Customer disputes a charge on their most recent invoice.
6932,3323-CPBWR,2026-09-08,2026-09-08,other,high,closed,11.28,Provided feedback about the onboarding experience.
6933,3323-CPBWR,2026-07-10,2026-07-11,other,medium,closed,38.14,Requested a copy of past invoices.
6934,9330-IJWIO,2026-09-02,2026-09-02,other,medium,closed,13.3,Requested a copy of past invoices.
6935,9330-IJWIO,2026-04-07,,billing,low,open,,Asked why the monthly charge increased without notice.
6936,3384-CTMSF,2026-08-19,2026-08-20,other,low,closed,38.08,Asked about cancellation policy and notice period.
6937,0902-RFHOF,2026-06-06,2026-06-06,technical,medium,closed,18.82,Requested help configuring an integration.
6938,9286-DOJGF,2026-04-30,,billing,high,open,,Asked why the monthly charge increased without notice.
6939,9661-MHUMO,2026-07-26,,billing,medium,open,,Reported a failed payment and requested a retry.
6940,9661-MHUMO,2026-05-16,,technical,medium,open,,Requested help configuring an integration.
6941,9661-MHUMO,2026-06-23,2026-06-23,billing,medium,closed,16.43,Asked why the monthly charge increased without notice.
6942,7718-RXDGG,2026-08-22,2026-08-22,other,medium,closed,18.43,Asked about cancellation policy and notice period.
6943,1025-FALIX,2026-08-04,2026-08-04,billing,low,closed,6.76,Reported a failed payment and requested a retry.
6944,3407-QGWLG,2026-04-24,2026-04-25,billing,medium,closed,31.81,Reported a failed payment and requested a retry.
6945,3407-QGWLG,2026-08-30,,billing,high,open,,Asked why the monthly charge increased without notice.
6946,2347-WKKAE,2026-03-23,,other,low,open,,Requested a copy of past invoices.
6947,1936-UAFEH,2026-06-28,2026-06-29,other,low,closed,44.66,Requested a copy of past invoices.
6948,3587-PMCOY,2026-07-06,,other,medium,open,,Requested a copy of past invoices.
6949,8079-XRJRS,2026-07-23,2026-07-23,billing,low,closed,13.41,Asked why the monthly charge increased without notice.
6950,8079-XRJRS,2026-05-17,2026-05-20,billing,low,closed,82.35,Asked why the monthly charge increased without notice.
6951,8079-XRJRS,2026-06-13,2026-06-13,billing,high,closed,21.16,Asked why the monthly charge increased without notice.
6952,7148-XZPHA,2026-08-21,,technical,medium,open,,Requested help configuring an integration.
6953,7148-XZPHA,2026-06-10,2026-06-11,technical,medium,closed,29.37,Feature X is not syncing data correctly.
6954,7148-XZPHA,2026-04-29,2026-04-29,technical,medium,closed,3.14,App crashes when loading the dashboard view.
6955,8073-IJDCM,2026-04-25,2026-04-25,billing,medium,closed,17.2,Customer disputes a charge on their most recent invoice.
6956,6856-RAURS,2026-08-04,2026-08-04,billing,high,closed,12.26,Requested a refund for a duplicate charge.
6957,6856-RAURS,2026-05-11,,other,low,open,,Requested a copy of past invoices.
6958,9717-IOAAF,2026-07-08,2026-07-09,other,low,closed,36.4,Asked about cancellation policy and notice period.
6959,8884-ADFVN,2026-08-14,2026-08-15,billing,medium,closed,45.12,Reported a failed payment and requested a retry.
6960,2845-KDHVX,2026-04-06,2026-04-07,technical,medium,closed,38.32,Requested help configuring an integration.
6961,2720-WGKHP,2026-08-27,2026-08-30,billing,medium,closed,80.86,Customer disputes a charge on their most recent invoice.
6962,6734-FQAJX,2026-05-03,,billing,medium,open,,Reported a failed payment and requested a retry.
6963,6734-FQAJX,2026-06-21,2026-06-21,billing,low,closed,4.49,Reported a failed payment and requested a retry.
6964,2869-ADAWR,2026-07-26,2026-07-26,technical,medium,closed,2.86,Requested help configuring an integration.
6965,2869-ADAWR,2026-04-11,2026-04-11,technical,low,closed,19.82,App crashes when loading the dashboard view.
6966,1535-VTJOQ,2026-06-25,2026-06-25,other,medium,closed,1.68,Requested a copy of past invoices.
6967,9894-EZEWG,2026-05-14,2026-05-14,other,medium,closed,10.66,Asked about cancellation policy and notice period.
6968,9894-EZEWG,2026-07-28,,technical,medium,open,,Requested help configuring an integration.
6969,9894-EZEWG,2026-09-14,2026-09-15,technical,medium,closed,26.56,App crashes when loading the dashboard view.
6970,9894-EZEWG,2026-05-07,,billing,low,open,,Requested a refund for a duplicate charge.
6971,0637-UBJRP,2026-05-23,2026-05-24,billing,medium,closed,40.31,Requested a refund for a duplicate charge.
6972,0637-UBJRP,2026-03-24,2026-03-25,technical,medium,closed,42.15,Feature X is not syncing data correctly.
6973,0940-OUQEC,2026-04-08,2026-04-08,other,high,closed,16.69,Requested a copy of past invoices.
6974,2378-VTKDH,2026-06-22,2026-06-22,technical,medium,closed,19.98,App crashes when loading the dashboard view.
6975,0927-CNGRH,2026-04-16,2026-04-17,other,high,closed,41.88,General question about plan upgrade options.
6976,2335-GSODA,2026-05-01,2026-05-02,billing,medium,closed,47.96,Requested a refund for a duplicate charge.
6977,2335-GSODA,2026-04-03,2026-04-04,other,medium,closed,33.19,Provided feedback about the onboarding experience.
6978,0702-PGIBZ,2026-04-08,,other,medium,open,,General question about plan upgrade options.
6979,6656-GULJQ,2026-06-16,2026-06-16,other,medium,closed,8.74,Provided feedback about the onboarding experience.
6980,6656-GULJQ,2026-07-16,,technical,low,open,,Feature X is not syncing data correctly.
6981,9853-JFZDU,2026-06-05,2026-06-06,billing,low,closed,29.73,Customer disputes a charge on their most recent invoice.
6982,1963-VAUKV,2026-08-26,2026-08-27,other,low,closed,30.69,General question about plan upgrade options.
6983,3777-XROBG,2026-08-10,,billing,low,open,,Reported a failed payment and requested a retry.
6984,4000-VGMQP,2026-05-24,2026-05-24,technical,medium,closed,6.36,Feature X is not syncing data correctly.
6985,2680-XKKNJ,2026-05-02,2026-05-03,technical,medium,closed,45.57,Feature X is not syncing data correctly.
6986,2680-XKKNJ,2026-08-03,2026-08-04,billing,medium,closed,43.62,Reported a failed payment and requested a retry.
6987,2974-GGUXS,2026-09-07,2026-09-07,billing,high,closed,5.15,Customer disputes a charge on their most recent invoice.
6988,3259-FDWOY,2026-08-11,2026-08-11,technical,medium,closed,13.31,Feature X is not syncing data correctly.
6989,3259-FDWOY,2026-06-08,,billing,low,open,,Requested a refund for a duplicate charge.
6990,2101-RANCD,2026-07-04,2026-07-04,technical,medium,closed,18.37,Reported repeated login failures over the past week.
6991,0807-ZABDG,2026-06-02,2026-06-02,other,medium,closed,6.57,Requested a copy of past invoices.
6992,0807-ZABDG,2026-07-11,2026-07-12,other,medium,closed,29.8,General question about plan upgrade options.
6993,8510-TMWYB,2026-08-03,2026-08-04,technical,high,closed,37.43,Feature X is not syncing data correctly.
6994,3258-ZKPAI,2026-07-01,,billing,high,open,,Customer disputes a charge on their most recent invoice.
6995,1428-IEDPR,2026-08-28,2026-08-28,billing,low,closed,21.13,Requested a refund for a duplicate charge.
6996,6728-CZFEI,2026-09-07,2026-09-07,technical,medium,closed,5.13,App crashes when loading the dashboard view.
6997,3653-NCRDJ,2026-07-18,2026-07-18,billing,low,closed,1.68,Customer disputes a charge on their most recent invoice.
6998,3653-NCRDJ,2026-07-28,2026-07-29,technical,low,closed,45.29,Requested help configuring an integration.
6999,3653-NCRDJ,2026-04-27,2026-04-28,other,high,closed,44.77,Provided feedback about the onboarding experience.
7000,3653-NCRDJ,2026-05-21,2026-05-22,other,medium,closed,25.22,Asked about cancellation policy and notice period.
7001,6121-TNHBO,2026-05-15,2026-05-16,technical,high,closed,36.26,Feature X is not syncing data correctly.
7002,6121-TNHBO,2026-08-26,2026-08-26,other,low,closed,8.68,Provided feedback about the onboarding experience.
7003,7739-LAXOG,2026-07-15,,billing,high,open,,Asked why the monthly charge increased without notice.
7004,8224-UAXBZ,2026-07-20,,other,low,open,,Asked about cancellation policy and notice period.
7005,8224-UAXBZ,2026-04-03,2026-04-04,billing,medium,closed,27.15,Reported a failed payment and requested a retry.
7006,9610-WCESF,2026-07-28,2026-07-29,other,medium,closed,38.88,General question about plan upgrade options.
7007,9610-WCESF,2026-08-23,,billing,high,open,,Customer disputes a charge on their most recent invoice.
7008,9776-CLUJA,2026-08-31,2026-09-01,technical,low,closed,42.85,Feature X is not syncing data correctly.
7009,2486-WYVVE,2026-06-28,2026-06-29,technical,high,closed,43.57,Feature X is not syncing data correctly.
7010,2486-WYVVE,2026-08-06,2026-08-07,technical,medium,closed,28.35,Reported repeated login failures over the past week.
7011,1422-DGUBX,2026-08-06,,technical,medium,open,,App crashes when loading the dashboard view.
7012,1422-DGUBX,2026-07-06,2026-07-06,billing,high,closed,1.16,Requested a refund for a duplicate charge.
7013,1422-DGUBX,2026-04-03,2026-04-03,billing,medium,closed,19.46,Requested a refund for a duplicate charge.
7014,2999-AANRQ,2026-05-16,2026-05-17,other,medium,closed,33.58,Asked about cancellation policy and notice period.
7015,2999-AANRQ,2026-05-15,2026-05-16,billing,low,closed,41.56,Customer disputes a charge on their most recent invoice.
7016,2999-AANRQ,2026-06-21,,technical,low,open,,Reported repeated login failures over the past week.
7017,8668-KNZTI,2026-07-26,,technical,high,open,,App crashes when loading the dashboard view.
7018,0480-KYJVA,2026-08-25,2026-08-25,other,high,closed,22.77,Provided feedback about the onboarding experience.
7019,0480-KYJVA,2026-05-08,2026-05-08,technical,medium,closed,4.77,App crashes when loading the dashboard view.
7020,6034-ZRYCV,2026-04-19,2026-04-21,billing,high,closed,60.32,Customer disputes a charge on their most recent invoice.
7021,6034-ZRYCV,2026-04-14,2026-04-15,technical,low,closed,42.19,Feature X is not syncing data correctly.
7022,3926-YZVVX,2026-09-05,2026-09-05,billing,low,closed,11.66,Reported a failed payment and requested a retry.
7023,6000-UKLWI,2026-05-11,2026-05-11,technical,medium,closed,23.05,Reported repeated login failures over the past week.
7024,6332-FBZRI,2026-06-24,,technical,medium,open,,Reported repeated login failures over the past week.
7025,2096-XOTMO,2026-07-07,2026-07-07,technical,medium,closed,22.23,Requested help configuring an integration.
7026,2096-XOTMO,2026-03-22,2026-03-22,other,medium,closed,21.11,Requested a copy of past invoices.
7027,3266-FTKHB,2026-09-06,2026-09-06,billing,low,closed,1.11,Requested a refund for a duplicate charge.
7028,3266-FTKHB,2026-05-04,2026-05-04,other,medium,closed,21.41,Asked about cancellation policy and notice period.
7029,2346-LOCWC,2026-04-02,,other,low,open,,General question about plan upgrade options.
7030,2346-LOCWC,2026-09-02,2026-09-02,billing,medium,closed,11.76,Customer disputes a charge on their most recent invoice.
7031,6608-QQLVK,2026-06-30,,technical,low,open,,Reported repeated login failures over the past week.
