ticket_id,customer_id,created_at,resolved_at,category,priority,status,resolution_time_hours,ticket_text
1661,CUST-001513,2026-08-10,,technical,high,open,,Requested help configuring an integration.
1662,CUST-001514,2026-03-21,2026-03-22,technical,medium,closed,46.28,Feature X is not syncing data correctly.
1663,CUST-001516,2026-09-03,2026-09-03,technical,medium,closed,11.71,Reported repeated login failures over the past week.
1664,CUST-001516,2026-07-30,2026-07-30,billing,low,closed,3.24,Asked why the monthly charge increased without notice.
1665,CUST-001517,2026-04-22,2026-04-23,technical,medium,closed,46.2,App crashes when loading the dashboard view.
1666,CUST-001517,2026-09-07,,other,medium,open,,Requested a copy of past invoices.
1667,CUST-001517,2026-07-30,,technical,medium,open,,Requested help configuring an integration.
1668,CUST-001517,2026-07-11,2026-07-12,other,medium,closed,26.84,Provided feedback about the onboarding experience.
1669,CUST-001519,2026-09-03,2026-09-04,billing,medium,closed,41.38,Customer disputes a charge on their most recent invoice.
1670,CUST-001520,2026-05-11,,technical,medium,open,,Requested help configuring an integration.
1671,CUST-001520,2026-07-31,,other,low,open,,Requested a copy of past invoices.
1672,CUST-001521,2026-07-09,2026-07-10,technical,medium,closed,45.56,App crashes when loading the dashboard view.
1673,CUST-001524,2026-07-16,2026-07-17,technical,high,closed,32.35,Feature X is not syncing data correctly.
1674,CUST-001524,2026-08-24,2026-08-25,technical,medium,closed,45.83,Feature X is not syncing data correctly.
1675,CUST-001524,2026-03-23,2026-03-24,billing,medium,closed,33.57,Customer disputes a charge on their most recent invoice.
1676,CUST-001525,2026-09-03,2026-09-04,other,low,closed,28.08,Asked about cancellation policy and notice period.
1677,CUST-001526,2026-04-11,2026-04-13,technical,medium,closed,59.57,App crashes when loading the dashboard view.
1678,CUST-001526,2026-07-12,2026-07-13,billing,medium,closed,37.22,Asked why the monthly charge increased without notice.
1679,CUST-001526,2026-06-11,,billing,high,open,,Reported a failed payment and requested a retry.
1680,CUST-001527,2026-09-04,2026-09-05,billing,low,closed,27.21,Requested a refund for a duplicate charge.
1681,CUST-001527,2026-06-12,2026-06-12,technical,medium,closed,5.69,App crashes when loading the dashboard view.
1682,CUST-001527,2026-03-29,2026-03-31,billing,medium,closed,68.4,Customer disputes a charge on their most recent invoice.
1683,CUST-001528,2026-07-17,2026-07-17,technical,high,closed,20.11,Requested help configuring an integration.
1684,CUST-001528,2026-05-12,,billing,high,open,,Requested a refund for a duplicate charge.
1685,CUST-001528,2026-07-20,2026-07-23,other,high,closed,74.81,Asked about cancellation policy and notice period.
1686,CUST-001528,2026-06-13,,billing,medium,open,,Reported a failed payment and requested a retry.
1687,CUST-001528,2026-04-09,,technical,medium,open,,Feature X is not syncing data correctly.
1688,CUST-001529,2026-07-24,2026-07-25,billing,medium,closed,41.8,Customer disputes a charge on their most recent invoice.
1689,CUST-001529,2026-04-06,,technical,high,open,,Requested help configuring an integration.
1690,CUST-001529,2026-05-24,2026-05-24,technical,medium,closed,14.58,Reported repeated login failures over the past week.
1691,CUST-001530,2026-05-11,2026-05-11,billing,high,closed,7.79,Requested a refund for a duplicate charge.
1692,CUST-001530,2026-03-25,2026-03-25,billing,low,closed,18.56,Requested a refund for a duplicate charge.
1693,CUST-001530,2026-07-04,,other,medium,open,,General question about plan upgrade options.
1694,CUST-001532,2026-06-17,2026-06-18,technical,low,closed,31.12,Feature X is not syncing data correctly.
1695,CUST-001534,2026-08-31,2026-08-31,technical,medium,closed,8.01,Reported repeated login failures over the past week.
1696,CUST-001534,2026-07-23,2026-07-24,technical,medium,closed,47.2,Feature X is not syncing data correctly.
1697,CUST-001535,2026-05-01,2026-05-02,billing,high,closed,24.95,Asked why the monthly charge increased without notice.
1698,CUST-001536,2026-07-28,2026-07-28,billing,medium,closed,11.08,Asked why the monthly charge increased without notice.
1699,CUST-001538,2026-07-21,2026-07-22,technical,low,closed,27.1,Reported repeated login failures over the past week.
1700,CUST-001539,2026-06-09,,other,low,open,,Requested a copy of past invoices.
1701,CUST-001539,2026-05-26,,technical,medium,open,,Requested help configuring an integration.
1702,CUST-001539,2026-07-14,2026-07-14,billing,low,closed,17.44,Requested a refund for a duplicate charge.
1703,CUST-001539,2026-07-01,2026-07-01,technical,medium,closed,22.99,App crashes when loading the dashboard view.
1704,CUST-001540,2026-06-12,2026-06-15,billing,low,closed,83.18,Customer disputes a charge on their most recent invoice.
1705,CUST-001542,2026-04-14,2026-04-15,technical,high,closed,27.38,Feature X is not syncing data correctly.
1706,CUST-001543,2026-06-01,2026-06-01,other,medium,closed,10.56,General question about plan upgrade options.
1707,CUST-001543,2026-03-27,2026-03-27,other,low,closed,7.14,Provided feedback about the onboarding experience.
1708,CUST-001544,2026-07-14,2026-07-15,technical,high,closed,33.02,Feature X is not syncing data correctly.
1709,CUST-001544,2026-06-15,,billing,medium,open,,Requested a refund for a duplicate charge.
1710,CUST-001544,2026-06-12,,technical,medium,open,,Reported repeated login failures over the past week.
1711,CUST-001545,2026-09-13,,billing,high,open,,Customer disputes a charge on their most recent invoice.
1712,CUST-001545,2026-06-05,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
1713,CUST-001545,2026-06-08,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
1714,CUST-001546,2026-05-04,2026-05-05,technical,low,closed,24.15,App crashes when loading the dashboard view.
1715,CUST-001547,2026-06-11,2026-06-12,other,high,closed,33.98,Asked about cancellation policy and notice period.
1716,CUST-001548,2026-08-02,2026-08-03,billing,low,closed,35.8,Asked why the monthly charge increased without notice.
1717,CUST-001548,2026-08-05,,technical,medium,open,,App crashes when loading the dashboard view.
1718,CUST-001548,2026-07-09,2026-07-09,billing,high,closed,7.14,Asked why the monthly charge increased without notice.
1719,CUST-001549,2026-06-17,2026-06-18,other,medium,closed,41.26,Requested a copy of past invoices.
1720,CUST-001549,2026-09-09,2026-09-09,billing,low,closed,22.7,Asked why the monthly charge increased without notice.
1721,CUST-001550,2026-05-07,2026-05-08,other,low,closed,47.39,Requested a copy of past invoices.
1722,CUST-001550,2026-04-26,2026-04-27,other,medium,closed,39.74,General question about plan upgrade options.
1723,CUST-001551,2026-08-30,2026-08-30,billing,medium,closed,15.97,Asked why the monthly charge increased without notice.
1724,CUST-001552,2026-06-27,,billing,high,open,,Requested a refund for a duplicate charge.
1725,CUST-001552,2026-06-21,,other,low,open,,Asked about cancellation policy and notice period.
1726,CUST-001552,2026-04-01,2026-04-01,billing,low,closed,12.38,Reported a failed payment and requested a retry.
1727,CUST-001553,2026-08-11,2026-08-12,technical,medium,closed,24.08,Feature X is not syncing data correctly.
1728,CUST-001554,2026-08-10,2026-08-11,other,high,closed,42.68,General question about plan upgrade options.
1729,CUST-001555,2026-08-26,2026-08-26,technical,high,closed,2.94,Feature X is not syncing data correctly.
1730,CUST-001557,2026-05-25,,technical,medium,open,,Feature X is not syncing data correctly.
1731,CUST-001557,2026-05-09,2026-05-10,other,medium,closed,47.81,Asked about cancellation policy and notice period.
1732,CUST-001558,2026-08-29,2026-08-31,billing,medium,closed,68.41,Asked why the monthly charge increased without notice.
1733,CUST-001558,2026-05-18,2026-05-19,billing,medium,closed,45.67,Reported a failed payment and requested a retry.
1734,CUST-001558,2026-07-06,2026-07-07,technical,high,closed,47.69,Feature X is not syncing data correctly.
1735,CUST-001558,2026-06-20,2026-06-21,other,medium,closed,36.99,Requested a copy of past invoices.
1736,CUST-001558,2026-09-11,2026-09-11,billing,high,closed,23.12,Customer disputes a charge on their most recent invoice.
1737,CUST-001559,2026-07-26,2026-07-27,technical,low,closed,35.69,Reported repeated login failures over the past week.
1738,CUST-001560,2026-06-19,2026-06-20,billing,low,closed,38.69,Asked why the monthly charge increased without notice.
1739,CUST-001563,2026-09-04,,billing,high,open,,Asked why the monthly charge increased without notice.
1740,CUST-001563,2026-07-17,2026-07-17,billing,medium,closed,6.5,Requested a refund for a duplicate charge.
1741,CUST-001564,2026-05-11,2026-05-12,other,low,closed,45.64,Provided feedback about the onboarding experience.
1742,CUST-001565,2026-08-19,2026-08-20,technical,medium,closed,33.08,Requested help configuring an integration.
1743,CUST-001567,2026-05-29,2026-05-29,technical,low,closed,9.42,Reported repeated login failures over the past week.
1744,CUST-001568,2026-04-24,,other,medium,open,,General question about plan upgrade options.
1745,CUST-001568,2026-06-12,2026-06-15,billing,medium,closed,79.73,Requested a refund for a duplicate charge.
1746,CUST-001570,2026-06-06,2026-06-07,other,high,closed,32.01,Provided feedback about the onboarding experience.
1747,CUST-001571,2026-04-05,2026-04-06,billing,high,closed,38.24,Requested a refund for a duplicate charge.
1748,CUST-001572,2026-06-06,2026-06-07,billing,low,closed,35.09,Reported a failed payment and requested a retry.
1749,CUST-001573,2026-07-10,,other,medium,open,,Provided feedback about the onboarding experience.
1750,CUST-001573,2026-06-19,2026-06-19,other,high,closed,13.7,Provided feedback about the onboarding experience.
1751,CUST-001573,2026-06-19,2026-06-19,billing,medium,closed,18.77,Customer disputes a charge on their most recent invoice.
1752,CUST-001574,2026-08-17,2026-08-18,other,low,closed,29.13,Provided feedback about the onboarding experience.
1753,CUST-001575,2026-05-25,,technical,medium,open,,Reported repeated login failures over the past week.
1754,CUST-001576,2026-04-07,2026-04-07,billing,medium,closed,2.3,Reported a failed payment and requested a retry.
1755,CUST-001577,2026-04-22,2026-04-23,billing,low,closed,35.01,Requested a refund for a duplicate charge.
1756,CUST-001577,2026-07-17,2026-07-17,billing,low,closed,15.99,Customer disputes a charge on their most recent invoice.
1757,CUST-001577,2026-06-17,2026-06-17,billing,medium,closed,9.64,Reported a failed payment and requested a retry.
1758,CUST-001580,2026-04-21,2026-04-21,billing,low,closed,18.28,Requested a refund for a duplicate charge.
1759,CUST-001581,2026-07-04,2026-07-04,billing,medium,closed,2.64,Asked why the monthly charge increased without notice.
1760,CUST-001581,2026-08-12,2026-08-13,technical,medium,closed,38.01,Feature X is not syncing data correctly.
1761,CUST-001583,2026-09-09,,billing,low,open,,Customer disputes a charge on their most recent invoice.
1762,CUST-001583,2026-06-30,2026-07-01,billing,high,closed,26.56,Requested a refund for a duplicate charge.
1763,CUST-001584,2026-05-04,2026-05-04,billing,high,closed,17.23,Customer disputes a charge on their most recent invoice.
1764,CUST-001585,2026-05-25,,technical,medium,open,,Requested help configuring an integration.
1765,CUST-001586,2026-09-01,2026-09-02,technical,low,closed,24.87,Feature X is not syncing data correctly.
1766,CUST-001588,2026-09-07,2026-09-08,other,medium,closed,30.59,Asked about cancellation policy and notice period.
1767,CUST-001590,2026-04-09,2026-04-09,billing,high,closed,9.03,Requested a refund for a duplicate charge.
1768,CUST-001590,2026-06-05,,billing,low,open,,Customer disputes a charge on their most recent invoice.
1769,CUST-001590,2026-03-28,,billing,medium,open,,Asked why the monthly charge increased without notice.
1770,CUST-001590,2026-05-10,2026-05-10,billing,medium,closed,1.54,Customer disputes a charge on their most recent invoice.
1771,CUST-001590,2026-03-23,2026-03-26,billing,high,closed,80.91,Requested a refund for a duplicate charge.
1772,CUST-001591,2026-09-01,,technical,medium,open,,App crashes when loading the dashboard view.
1773,CUST-001591,2026-08-01,2026-08-02,billing,low,closed,28.83,Asked why the monthly charge increased without notice.
1774,CUST-001591,2026-07-14,2026-07-16,billing,low,closed,60.05,Asked why the monthly charge increased without notice.
1775,CUST-001592,2026-05-15,2026-05-17,technical,low,closed,52.83,Requested help configuring an integration.
1776,CUST-001592,2026-08-12,2026-08-15,billing,medium,closed,79.26,Requested a refund for a duplicate charge.
1777,CUST-001593,2026-05-04,2026-05-05,billing,medium,closed,33.51,Reported a failed payment and requested a retry.
1778,CUST-001593,2026-07-25,,other,high,open,,General question about plan upgrade options.
1779,CUST-001593,2026-04-18,2026-04-19,other,low,closed,36.28,General question about plan upgrade options.
1780,CUST-001593,2026-07-30,2026-07-30,other,high,closed,20.87,General question about plan upgrade options.
1781,CUST-001594,2026-07-29,,technical,high,open,,App crashes when loading the dashboard view.
1782,CUST-001594,2026-05-18,2026-05-18,billing,medium,closed,20.88,Reported a failed payment and requested a retry.
1783,CUST-001595,2026-06-11,2026-06-12,billing,low,closed,24.52,Requested a refund for a duplicate charge.
1784,CUST-001595,2026-08-21,2026-08-22,billing,medium,closed,24.55,Reported a failed payment and requested a retry.
1785,CUST-001597,2026-08-02,2026-08-02,technical,medium,closed,4.31,Feature X is not syncing data correctly.
1786,CUST-001599,2026-06-01,,technical,high,open,,Feature X is not syncing data correctly.
1787,CUST-001599,2026-05-10,,billing,medium,open,,Requested a refund for a duplicate charge.
1788,CUST-001604,2026-05-27,2026-05-28,billing,high,closed,25.09,Asked why the monthly charge increased without notice.
1789,CUST-001605,2026-08-14,,technical,low,open,,Requested help configuring an integration.
1790,CUST-001607,2026-07-19,2026-07-19,technical,low,closed,11.97,Feature X is not syncing data correctly.
1791,CUST-001608,2026-05-22,,billing,medium,open,,Asked why the monthly charge increased without notice.
1792,CUST-001608,2026-07-29,2026-07-29,billing,medium,closed,10.37,Customer disputes a charge on their most recent invoice.
1793,CUST-001613,2026-07-13,,technical,medium,open,,Requested help configuring an integration.
1794,CUST-001614,2026-05-26,2026-05-26,technical,medium,closed,13.34,Requested help configuring an integration.
1795,CUST-001615,2026-03-26,,technical,medium,open,,Feature X is not syncing data correctly.
1796,CUST-001617,2026-08-03,2026-08-04,other,medium,closed,45.77,Asked about cancellation policy and notice period.
1797,CUST-001619,2026-06-14,,technical,high,open,,Feature X is not syncing data correctly.
1798,CUST-001620,2026-04-11,2026-04-14,other,medium,closed,74.12,Provided feedback about the onboarding experience.
1799,CUST-001622,2026-08-22,2026-08-23,billing,high,closed,35.59,Customer disputes a charge on their most recent invoice.
1800,CUST-001622,2026-04-28,,other,low,open,,General question about plan upgrade options.
1801,CUST-001622,2026-07-22,,billing,low,open,,Asked why the monthly charge increased without notice.
1802,CUST-001622,2026-08-02,,billing,low,open,,Asked why the monthly charge increased without notice.
1803,CUST-001622,2026-07-16,,technical,medium,open,,Reported repeated login failures over the past week.
1804,CUST-001625,2026-06-08,2026-06-09,other,low,closed,36.07,Requested a copy of past invoices.
1805,CUST-001627,2026-04-24,,billing,high,open,,Requested a refund for a duplicate charge.
1806,CUST-001627,2026-08-13,2026-08-16,billing,medium,closed,82.66,Asked why the monthly charge increased without notice.
1807,CUST-001627,2026-07-13,2026-07-15,technical,medium,closed,58.24,Feature X is not syncing data correctly.
1808,CUST-001628,2026-08-30,2026-08-31,technical,low,closed,38.22,Reported repeated login failures over the past week.
1809,CUST-001628,2026-06-04,2026-06-05,billing,high,closed,24.37,Asked why the monthly charge increased without notice.
1810,CUST-001629,2026-03-21,2026-03-21,billing,low,closed,6.94,Customer disputes a charge on their most recent invoice.
1811,CUST-001630,2026-06-14,2026-06-14,technical,low,closed,22.8,App crashes when loading the dashboard view.
1812,CUST-001634,2026-08-12,2026-08-12,other,medium,closed,21.99,Requested a copy of past invoices.
1813,CUST-001636,2026-07-09,,other,low,open,,Provided feedback about the onboarding experience.
1814,CUST-001637,2026-05-09,2026-05-09,technical,high,closed,12.15,Feature X is not syncing data correctly.
1815,CUST-001637,2026-05-23,2026-05-24,other,high,closed,36.12,Requested a copy of past invoices.
1816,CUST-001637,2026-04-10,2026-04-10,other,medium,closed,2.65,Requested a copy of past invoices.
1817,CUST-001639,2026-08-08,,technical,low,open,,Requested help configuring an integration.
1818,CUST-001642,2026-05-19,2026-05-20,technical,low,closed,45.37,Requested help configuring an integration.
1819,CUST-001643,2026-07-20,,billing,medium,open,,Asked why the monthly charge increased without notice.
1820,CUST-001644,2026-06-19,,other,medium,open,,Asked about cancellation policy and notice period.
1821,CUST-001648,2026-06-20,,technical,medium,open,,Reported repeated login failures over the past week.
1822,CUST-001649,2026-08-12,2026-08-13,technical,medium,closed,27.93,Reported repeated login failures over the past week.
1823,CUST-001650,2026-07-11,2026-07-12,billing,medium,closed,33.46,Reported a failed payment and requested a retry.
1824,CUST-001651,2026-04-11,2026-04-12,other,high,closed,31.99,General question about plan upgrade options.
1825,CUST-001652,2026-06-17,2026-06-18,technical,low,closed,44.14,Feature X is not syncing data correctly.
1826,CUST-001653,2026-09-10,2026-09-12,billing,low,closed,66.98,Reported a failed payment and requested a retry.
1827,CUST-001653,2026-08-23,,billing,low,open,,Reported a failed payment and requested a retry.
1828,CUST-001653,2026-08-23,,technical,medium,open,,App crashes when loading the dashboard view.
1829,CUST-001654,2026-09-10,2026-09-11,billing,medium,closed,43.07,Reported a failed payment and requested a retry.
1830,CUST-001654,2026-08-21,2026-08-22,other,medium,closed,33.09,Provided feedback about the onboarding experience.
1831,CUST-001655,2026-03-22,,billing,low,open,,Reported a failed payment and requested a retry.
1832,CUST-001655,2026-08-23,2026-08-24,technical,medium,closed,28.55,Feature X is not syncing data correctly.
1833,CUST-001657,2026-05-20,,billing,medium,open,,Asked why the monthly charge increased without notice.
1834,CUST-001657,2026-06-21,2026-06-22,other,medium,closed,43.62,Requested a copy of past invoices.
1835,CUST-001658,2026-04-30,2026-04-30,technical,medium,closed,4.72,Requested help configuring an integration.
1836,CUST-001661,2026-09-13,2026-09-13,other,low,closed,16.91,Requested a copy of past invoices.
1837,CUST-001662,2026-07-22,2026-07-23,technical,high,closed,45.46,Feature X is not syncing data correctly.
1838,CUST-001666,2026-04-25,2026-04-25,billing,low,closed,8.81,Customer disputes a charge on their most recent invoice.
1839,CUST-001667,2026-07-28,2026-07-28,technical,medium,closed,14.21,Requested help configuring an integration.
1840,CUST-001668,2026-07-06,2026-07-06,other,medium,closed,15.23,Provided feedback about the onboarding experience.
1841,CUST-001670,2026-08-06,2026-08-06,billing,medium,closed,7.95,Reported a failed payment and requested a retry.
1842,CUST-001670,2026-06-17,2026-06-17,technical,medium,closed,8.89,Reported repeated login failures over the past week.
1843,CUST-001671,2026-04-22,,other,medium,open,,Asked about cancellation policy and notice period.
1844,CUST-001672,2026-06-15,2026-06-15,technical,low,closed,8.22,Feature X is not syncing data correctly.
1845,CUST-001672,2026-06-07,2026-06-07,technical,high,closed,11.91,App crashes when loading the dashboard view.
1846,CUST-001673,2026-03-22,2026-03-23,other,medium,closed,33.82,Provided feedback about the onboarding experience.
1847,CUST-001673,2026-04-13,2026-04-14,billing,high,closed,26.45,Requested a refund for a duplicate charge.
1848,CUST-001674,2026-08-23,2026-08-24,billing,medium,closed,32.54,Customer disputes a charge on their most recent invoice.
1849,CUST-001675,2026-07-15,2026-07-15,technical,high,closed,20.22,Reported repeated login failures over the past week.
1850,CUST-001677,2026-09-11,2026-09-11,billing,low,closed,9.87,Reported a failed payment and requested a retry.
1851,CUST-001677,2026-04-10,2026-04-10,technical,medium,closed,5.7,App crashes when loading the dashboard view.
1852,CUST-001678,2026-07-15,,billing,low,open,,Reported a failed payment and requested a retry.
1853,CUST-001678,2026-07-10,2026-07-10,other,low,closed,5.35,Asked about cancellation policy and notice period.
1854,CUST-001678,2026-04-11,,billing,medium,open,,Requested a refund for a duplicate charge.
1855,CUST-001678,2026-07-14,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
1856,CUST-001678,2026-04-14,,technical,medium,open,,Requested help configuring an integration.
1857,CUST-001678,2026-04-23,2026-04-23,billing,low,closed,10.65,Asked why the monthly charge increased without notice.
1858,CUST-001679,2026-08-20,,technical,high,open,,Requested help configuring an integration.
1859,CUST-001679,2026-08-15,,billing,low,open,,Asked why the monthly charge increased without notice.
1860,CUST-001680,2026-08-02,,billing,low,open,,Requested a refund for a duplicate charge.
1861,CUST-001680,2026-09-07,2026-09-09,technical,medium,closed,59.63,App crashes when loading the dashboard view.
1862,CUST-001681,2026-05-15,,billing,high,open,,Requested a refund for a duplicate charge.
1863,CUST-001681,2026-07-31,,other,high,open,,Provided feedback about the onboarding experience.
1864,CUST-001682,2026-09-06,2026-09-07,other,low,closed,33.49,General question about plan upgrade options.
1865,CUST-001686,2026-05-15,2026-05-15,billing,medium,closed,23.57,Customer disputes a charge on their most recent invoice.
1866,CUST-001687,2026-05-05,2026-05-06,billing,medium,closed,33.59,Requested a refund for a duplicate charge.
1867,CUST-001687,2026-08-19,2026-08-19,technical,medium,closed,23.63,Reported repeated login failures over the past week.
1868,CUST-001688,2026-06-07,2026-06-09,billing,medium,closed,70.15,Customer disputes a charge on their most recent invoice.
1869,CUST-001688,2026-04-24,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
1870,CUST-001688,2026-06-23,2026-06-23,technical,medium,closed,20.76,Reported repeated login failures over the past week.
1871,CUST-001688,2026-04-30,2026-05-01,other,medium,closed,46.37,General question about plan upgrade options.
1872,CUST-001690,2026-04-20,2026-04-20,billing,medium,closed,4.41,Asked why the monthly charge increased without notice.
1873,CUST-001691,2026-07-06,2026-07-07,other,medium,closed,37.48,Requested a copy of past invoices.
1874,CUST-001693,2026-04-03,,billing,medium,open,,Customer disputes a charge on their most recent invoice.
1875,CUST-001693,2026-05-22,2026-05-25,technical,low,closed,79.99,Requested help configuring an integration.
1876,CUST-001694,2026-04-12,2026-04-13,technical,medium,closed,29.11,App crashes when loading the dashboard view.
1877,CUST-001694,2026-08-06,2026-08-07,billing,low,closed,33.86,Requested a refund for a duplicate charge.
1878,CUST-001694,2026-05-03,2026-05-03,other,medium,closed,3.18,Provided feedback about the onboarding experience.
1879,CUST-001695,2026-04-25,2026-04-25,technical,high,closed,5.13,Requested help configuring an integration.
1880,CUST-001696,2026-08-15,2026-08-18,technical,medium,closed,81.79,Feature X is not syncing data correctly.
1881,CUST-001696,2026-08-01,2026-08-04,other,low,closed,78.63,Provided feedback about the onboarding experience.
1882,CUST-001696,2026-05-02,2026-05-04,billing,medium,closed,69.79,Requested a refund for a duplicate charge.
1883,CUST-001696,2026-07-02,2026-07-05,billing,low,closed,79.36,Asked why the monthly charge increased without notice.
1884,CUST-001696,2026-06-15,,billing,low,open,,Reported a failed payment and requested a retry.
1885,CUST-001696,2026-08-14,,billing,medium,open,,Requested a refund for a duplicate charge.
1886,CUST-001697,2026-04-18,,other,low,open,,Provided feedback about the onboarding experience.
1887,CUST-001697,2026-06-20,,other,medium,open,,Requested a copy of past invoices.
1888,CUST-001698,2026-05-08,2026-05-09,other,high,closed,34.11,General question about plan upgrade options.
1889,CUST-001700,2026-04-13,2026-04-13,other,medium,closed,12.2,Provided feedback about the onboarding experience.
1890,CUST-001701,2026-03-21,2026-03-22,other,medium,closed,41.3,Asked about cancellation policy and notice period.
1891,CUST-001702,2026-06-08,2026-06-08,billing,low,closed,15.86,Requested a refund for a duplicate charge.
1892,CUST-001703,2026-09-13,2026-09-13,other,low,closed,23.78,Provided feedback about the onboarding experience.
1893,CUST-001703,2026-07-26,2026-07-26,technical,low,closed,16.95,Reported repeated login failures over the past week.
1894,CUST-001704,2026-06-21,2026-06-21,billing,low,closed,15.28,Reported a failed payment and requested a retry.
1895,CUST-001706,2026-07-09,2026-07-09,technical,high,closed,12.96,Feature X is not syncing data correctly.
1896,CUST-001706,2026-06-14,2026-06-15,technical,medium,closed,25.6,App crashes when loading the dashboard view.
1897,CUST-001706,2026-07-10,2026-07-11,other,medium,closed,33.34,Requested a copy of past invoices.
1898,CUST-001710,2026-08-27,2026-08-28,technical,medium,closed,29.77,App crashes when loading the dashboard view.
1899,CUST-001711,2026-04-17,,billing,medium,open,,Asked why the monthly charge increased without notice.
1900,CUST-001711,2026-05-05,2026-05-06,other,low,closed,24.3,Requested a copy of past invoices.
1901,CUST-001711,2026-04-07,,technical,medium,open,,App crashes when loading the dashboard view.
1902,CUST-001712,2026-07-13,,other,low,open,,Provided feedback about the onboarding experience.
1903,CUST-001716,2026-09-05,2026-09-06,other,medium,closed,43.02,Provided feedback about the onboarding experience.
1904,CUST-001716,2026-05-17,2026-05-17,billing,high,closed,12.69,Asked why the monthly charge increased without notice.
1905,CUST-001716,2026-05-17,2026-05-18,other,high,closed,34.5,Requested a copy of past invoices.
1906,CUST-001718,2026-07-22,,other,medium,open,,Asked about cancellation policy and notice period.
1907,CUST-001719,2026-05-26,2026-05-26,technical,low,closed,23.84,Feature X is not syncing data correctly.
1908,CUST-001720,2026-07-27,,billing,medium,open,,Reported a failed payment and requested a retry.
1909,CUST-001721,2026-06-05,,technical,low,open,,Requested help configuring an integration.
1910,CUST-001722,2026-08-23,,billing,high,open,,Asked why the monthly charge increased without notice.
1911,CUST-001723,2026-08-15,2026-08-15,billing,medium,closed,3.04,Customer disputes a charge on their most recent invoice.
1912,CUST-001723,2026-08-05,2026-08-06,billing,low,closed,40.38,Reported a failed payment and requested a retry.
1913,CUST-001725,2026-08-12,2026-08-14,billing,high,closed,55.16,Customer disputes a charge on their most recent invoice.
1914,CUST-001726,2026-03-28,2026-03-28,other,low,closed,20.18,Requested a copy of past invoices.
1915,CUST-001726,2026-06-06,2026-06-07,other,high,closed,36.98,Provided feedback about the onboarding experience.
1916,CUST-001726,2026-06-07,2026-06-08,other,medium,closed,46.76,General question about plan upgrade options.
1917,CUST-001726,2026-08-31,2026-09-01,billing,medium,closed,32.8,Asked why the monthly charge increased without notice.
1918,CUST-001726,2026-04-04,2026-04-04,other,high,closed,4.26,Provided feedback about the onboarding experience.
1919,CUST-001728,2026-04-14,2026-04-15,technical,low,closed,37.83,Reported repeated login failures over the past week.
1920,CUST-001728,2026-07-27,2026-07-28,technical,low,closed,45.18,Requested help configuring an integration.
1921,CUST-001729,2026-04-10,,other,medium,open,,Provided feedback about the onboarding experience.
1922,CUST-001729,2026-08-21,2026-08-21,technical,high,closed,5.05,Requested help configuring an integration.
1923,CUST-001729,2026-05-28,2026-05-29,technical,high,closed,43.26,Reported repeated login failures over the past week.
1924,CUST-001730,2026-05-18,2026-05-20,billing,low,closed,56.02,Customer disputes a charge on their most recent invoice.
1925,CUST-001730,2026-08-15,2026-08-15,technical,low,closed,17.91,Feature X is not syncing data correctly.
1926,CUST-001731,2026-06-09,,technical,medium,open,,App crashes when loading the dashboard view.
1927,CUST-001731,2026-03-31,2026-03-31,billing,medium,closed,18.54,Reported a failed payment and requested a retry.
1928,CUST-001733,2026-03-24,2026-03-25,technical,medium,closed,25.06,Feature X is not syncing data correctly.
1929,CUST-001733,2026-03-23,,billing,medium,open,,Requested a refund for a duplicate charge.
1930,CUST-001734,2026-04-29,2026-04-30,billing,medium,closed,34.0,Requested a refund for a duplicate charge.
1931,CUST-001737,2026-09-06,,other,medium,open,,General question about plan upgrade options.
1932,CUST-001737,2026-04-03,,billing,medium,open,,Asked why the monthly charge increased without notice.
1933,CUST-001738,2026-08-26,,billing,medium,open,,Reported a failed payment and requested a retry.
1934,CUST-001739,2026-04-20,2026-04-21,technical,medium,closed,31.31,Feature X is not syncing data correctly.
1935,CUST-001740,2026-04-15,2026-04-16,technical,medium,closed,40.09,Reported repeated login failures over the past week.
1936,CUST-001741,2026-05-22,,technical,medium,open,,Requested help configuring an integration.
1937,CUST-001742,2026-08-29,2026-08-30,other,low,closed,40.27,General question about plan upgrade options.
1938,CUST-001744,2026-07-18,2026-07-18,technical,medium,closed,8.49,App crashes when loading the dashboard view.
1939,CUST-001746,2026-08-13,,technical,medium,open,,Requested help configuring an integration.
1940,CUST-001748,2026-08-19,2026-08-19,billing,medium,closed,16.41,Customer disputes a charge on their most recent invoice.
1941,CUST-001748,2026-05-19,,billing,high,open,,Requested a refund for a duplicate charge.
1942,CUST-001748,2026-08-02,2026-08-05,technical,medium,closed,78.52,Requested help configuring an integration.
1943,CUST-001748,2026-06-05,2026-06-08,technical,low,closed,73.2,App crashes when loading the dashboard view.
1944,CUST-001749,2026-07-18,2026-07-19,other,medium,closed,45.88,Asked about cancellation policy and notice period.
1945,CUST-001750,2026-05-01,2026-05-02,technical,low,closed,35.64,App crashes when loading the dashboard view.
1946,CUST-001750,2026-03-28,2026-03-29,technical,high,closed,33.7,Reported repeated login failures over the past week.
1947,CUST-001751,2026-08-10,2026-08-10,other,high,closed,10.81,Requested a copy of past invoices.
